#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        2437    0.933409     1.23111  0.00459225
        2438    0.928287     1.23099  0.00459205
        2439    0.923463     1.23086   0.0045919
        2440    0.918919     1.23073  0.00459179
        2441    0.914637      1.2306  0.00459174
        2442    0.910597     1.23047  0.00459173
        2443     0.90678     1.23034  0.00459176
        2444    0.903169     1.23021  0.00459183
        2445    0.899751     1.23007  0.00459194
        2446    0.896516     1.22994  0.00459209
        2447    0.893455      1.2298  0.00459227
        2448    0.890566     1.22966  0.00459249
        2449    0.887853     1.22952  0.00459273
        2450    0.885324     1.22938    0.004593
        2451    0.882993     1.22924   0.0045933
        2452    0.880879      1.2291  0.00459363
        2453    0.879007     1.22895  0.00459397
        2454    0.877404     1.22881  0.00459433
        2455    0.876102     1.22867  0.00459471
        2456    0.875135     1.22852  0.00459509
        2457    0.874536     1.22838  0.00459548
        2458     0.87434     1.22823  0.00459587
        2459    0.874584     1.22809  0.00459625
        2460    0.875299     1.22795  0.00459661
        2461    0.876517      1.2278  0.00459696
        2462    0.878267     1.22766  0.00459729
        2463    0.880569     1.22752  0.00459758
        2464    0.883441     1.22738  0.00459784
        2465    0.886895     1.22724  0.00459805
        2466    0.890939     1.22711   0.0045982
        2467    0.895572     1.22697   0.0045983
        2468    0.900785     1.22684  0.00459834
        2469    0.906564     1.22671  0.00459831
        2470    0.912889     1.22658   0.0045982
        2471    0.919735     1.22646  0.00459801
        2472    0.927069     1.22634  0.00459775
        2473    0.934849     1.22622   0.0045974
        2474     0.94303     1.22611  0.00459697
        2475    0.951564       1.226  0.00459645
        2476    0.960397     1.22589  0.00459584
        2477    0.969476     1.22579  0.00459515
        2478    0.978743     1.22569  0.00459438
        2479    0.988139     1.22559  0.00459353
        2480    0.997602      1.2255  0.00459259
        2481     1.00707     1.22541  0.00459159
        2482      1.0165     1.22533  0.00459051
        2483     1.02581     1.22525  0.00458936
        2484     1.03497     1.22517  0.00458815
        2485     1.04391      1.2251  0.00458689
        2486     1.05259     1.22503  0.00458557
        2487     1.06096     1.22496   0.0045842
        2488     1.06897      1.2249  0.00458278
        2489     1.07659     1.22484  0.00458133
        2490     1.08377     1.22478  0.00457984
        2491     1.09049     1.22473  0.00457832
        2492     1.09672     1.22468  0.00457677
        2493     1.10242     1.22463   0.0045752
        2494     1.10759     1.22458   0.0045736
        2495     1.11219     1.22453  0.00457199
        2496     1.11622     1.22449  0.00457037
        2497     1.11966     1.22445  0.00456873
        2498     1.12251     1.22441  0.00456708
        2499     1.12475     1.22437  0.00456543
        2500     1.12639     1.22433  0.00456377
        2501     1.12743     1.22429  0.00456211
        2502     1.12787     1.22425  0.00456045
        2503     1.12772     1.22421  0.00455879
        2504     1.12698     1.22417  0.00455714
        2505     1.12566     1.22414  0.00455549
        2506     1.12378      1.2241  0.00455384
        2507     1.12136     1.22405  0.00455221
        2508      1.1184     1.22401  0.00455059
        2509     1.11494     1.22397  0.00454899
        2510     1.11097     1.22392   0.0045474
        2511     1.10654     1.22388  0.00454583
        2512     1.10167     1.22383  0.00454428
        2513     1.09637     1.22378  0.00454275
        2514     1.09067     1.22372  0.00454125
        2515     1.08462     1.22367  0.00453978
        2516     1.07822     1.22361  0.00453835
        2517     1.07152     1.22355  0.00453695
        2518     1.06455     1.22349  0.00453558
        2519     1.05734     1.22342  0.00453426
        2520     1.04993     1.22335  0.00453299
        2521     1.04234     1.22328  0.00453176
        2522     1.03463     1.22321  0.00453058
        2523     1.02682     1.22313  0.00452945
        2524     1.01896     1.22305  0.00452838
        2525     1.01107     1.22296  0.00452736
        2526     1.00321     1.22288  0.00452641
        2527    0.995396     1.22279  0.00452551
        2528    0.987676     1.22269  0.00452468
        2529    0.980083      1.2226   0.0045239
        2530    0.972651      1.2225  0.00452319
        2531    0.965412      1.2224  0.00452255
        2532    0.958397     1.22229  0.00452196
        2533    0.951635     1.22219  0.00452144
        2534    0.945154     1.22208  0.00452098
        2535    0.938979     1.22197  0.00452057
        2536    0.933131     1.22185  0.00452022
        2537     0.92763     1.22174  0.00451993
        2538    0.922493     1.22162  0.00451969
        2539    0.917734      1.2215  0.00451949
        2540    0.913364     1.22138  0.00451934
        2541    0.909391     1.22125  0.00451923
        2542    0.905823     1.22113  0.00451915
        2543    0.902662       1.221  0.00451911
        2544     0.89991     1.22088   0.0045191
        2545    0.897565     1.22075  0.00451911
        2546    0.895625     1.22062  0.00451914
        2547    0.894085      1.2205  0.00451918
        2548    0.892939     1.22037  0.00451923
        2549    0.892181     1.22024   0.0045193
        2550    0.891803     1.22011  0.00451936
        2551    0.891801     1.21998  0.00451942
        2552    0.892165     1.21985  0.00451947
        2553    0.892889     1.21972  0.00451952
        2554    0.893967      1.2196  0.00451955
        2555    0.895393     1.21947  0.00451956
        2556    0.897162     1.21934  0.00451955
        2557     0.89927     1.21922  0.00451951
        2558    0.901714     1.21909  0.00451945
        2559    0.904492     1.21897  0.00451936
        2560    0.907601     1.21885  0.00451923
        2561    0.911039     1.21873  0.00451906
        2562    0.914802     1.21861  0.00451885
        2563    0.918887     1.21849   0.0045186
        2564    0.923291     1.21838  0.00451831
        2565    0.928008     1.21827  0.00451797
        2566     0.93303     1.21815  0.00451757
        2567     0.93835     1.21805  0.00451713
        2568    0.943957     1.21794  0.00451663
        2569    0.949838     1.21783  0.00451608
        2570    0.955975     1.21773  0.00451547
        2571    0.962349     1.21763   0.0045148
        2572    0.968937     1.21754  0.00451408
        2573    0.975715     1.21744  0.00451331
        2574    0.982656     1.21735  0.00451248
        2575    0.989729     1.21726  0.00451159
        2576    0.996903     1.21718  0.00451065
        2577     1.00415     1.21709  0.00450966
        2578     1.01142     1.21702  0.00450861
        2579     1.01869     1.21694  0.00450752
        2580     1.02592     1.21686  0.00450638
        2581     1.03308     1.21679   0.0045052
        2582     1.04012     1.21672  0.00450397
        2583     1.04701     1.21666  0.00450271
        2584     1.05373      1.2166  0.00450141
        2585     1.06022     1.21654  0.00450007
        2586     1.06648     1.21648  0.00449871
        2587     1.07246     1.21642  0.00449731
        2588     1.07815     1.21637  0.00449589
        2589     1.08352     1.21632  0.00449445
        2590     1.08856     1.21627  0.00449298
        2591     1.09325     1.21622   0.0044915
        2592     1.09758     1.21617     0.00449
        2593     1.10154     1.21613  0.00448849
        2594     1.10515     1.21609  0.00448696
        2595     1.10839     1.21605  0.00448542
        2596     1.11127     1.21601  0.00448388
        2597     1.11381     1.21597  0.00448232
        2598     1.11602     1.21593  0.00448076
        2599     1.11792     1.21589   0.0044792
        2600     1.11952     1.21585  0.00447763
        2601     1.12087     1.21582  0.00447605
        2602     1.12199     1.21578  0.00447448
        2603      1.1229     1.21574   0.0044729
        2604     1.12365     1.21571  0.00447133
        2605     1.12428     1.21567  0.00446975
        2606     1.12481     1.21564  0.00446817
        2607      1.1253      1.2156  0.00446659
        2608     1.12579     1.21557  0.00446501
        2609     1.12631     1.21554  0.00446343
        2610     1.12692      1.2155  0.00446185
        2611     1.12765     1.21547  0.00446026
        2612     1.12853     1.21544  0.00445868
        2613     1.12963      1.2154   0.0044571
        2614     1.13095     1.21537  0.00445551
        2615     1.13255     1.21534  0.00445392
        2616     1.13445     1.21531  0.00445232
        2617     1.13668     1.21528  0.00445072
        2618     1.13926     1.21525  0.00444912
        2619     1.14221     1.21522   0.0044475
        2620     1.14555     1.21519  0.00444589
        2621     1.14928     1.21517  0.00444426
        2622     1.15341     1.21515  0.00444263
        2623     1.15795     1.21512  0.00444099
        2624     1.16287      1.2151  0.00443934
        2625     1.16819     1.21509  0.00443769
        2626     1.17388     1.21507  0.00443602
        2627     1.17993     1.21506  0.00443435
        2628     1.18632     1.21505  0.00443268
        2629     1.19303     1.21504    0.004431
        2630     1.20002     1.21503  0.00442932
        2631     1.20729     1.21503  0.00442764
        2632     1.21479     1.21503  0.00442596
        2633     1.22249     1.21503  0.00442428
        2634     1.23036     1.21504   0.0044226
        2635     1.23838     1.21505  0.00442093
        2636     1.24651     1.21506  0.00441927
        2637     1.25472     1.21507  0.00441762
        2638     1.26297     1.21509  0.00441598
        2639     1.27124     1.21511  0.00441436
        2640      1.2795     1.21514  0.00441276
        2641     1.28772     1.21516  0.00441117
        2642     1.29588     1.21519  0.00440961
        2643     1.30394     1.21523  0.00440807
        2644      1.3119     1.21526  0.00440655
        2645     1.31972      1.2153  0.00440506
        2646     1.32739     1.21535   0.0044036
        2647      1.3349     1.21539  0.00440217
        2648     1.34222     1.21544  0.00440077
        2649     1.34934     1.21549   0.0043994
        2650     1.35625     1.21554  0.00439806
        2651     1.36294      1.2156  0.00439675
        2652      1.3694     1.21566  0.00439547
        2653     1.37563     1.21572  0.00439423
        2654     1.38161     1.21578  0.00439302
        2655     1.38734     1.21584  0.00439184
        2656     1.39282     1.21591  0.00439069
        2657     1.39803     1.21598  0.00438957
        2658     1.40299     1.21605  0.00438849
        2659     1.40768     1.21612  0.00438743
        2660     1.41211      1.2162   0.0043864
        2661     1.41627     1.21627  0.00438539
        2662     1.42016     1.21635  0.00438441
        2663     1.42377     1.21643  0.00438346
        2664     1.42712      1.2165  0.00438253
        2665      1.4302     1.21658  0.00438162
        2666       1.433     1.21667  0.00438072
        2667     1.43553     1.21675  0.00437985
        2668     1.43779     1.21683  0.00437899
        2669     1.43978     1.21691  0.00437815
        2670      1.4415       1.217  0.00437732
        2671     1.44295     1.21708   0.0043765
        2672     1.44412     1.21717  0.00437568
        2673     1.44503     1.21725  0.00437488
        2674     1.44566     1.21734  0.00437407
        2675     1.44603     1.21742  0.00437327
        2676     1.44612     1.21751  0.00437247
        2677     1.44595     1.21759  0.00437167
        2678     1.44551     1.21768  0.00437087
        2679     1.44482     1.21776  0.00437006
        2680     1.44386     1.21785  0.00436924
        2681     1.44265     1.21793  0.00436842
        2682     1.44118     1.21802  0.00436758
        2683     1.43947      1.2181  0.00436673
        2684     1.43752     1.21818  0.00436587
        2685     1.43533     1.21826    0.004365
        2686     1.43292     1.21834   0.0043641
        2687     1.43029     1.21842  0.00436319
        2688     1.42746      1.2185  0.00436226
        2689     1.42442     1.21857  0.00436131
        2690      1.4212     1.21865  0.00436034
        2691      1.4178     1.21872  0.00435935
        2692     1.41425      1.2188  0.00435833
        2693     1.41054     1.21887   0.0043573
        2694      1.4067     1.21894  0.00435624
        2695     1.40275     1.21901  0.00435515
        2696      1.3987     1.21907  0.00435405
        2697     1.39456     1.21914  0.00435292
        2698     1.39035      1.2192  0.00435177
        2699      1.3861     1.21926   0.0043506
        2700     1.38181     1.21932   0.0043494
        2701     1.37752     1.21938  0.00434819
        2702     1.37323     1.21944  0.00434695
        2703     1.36897     1.21949  0.00434569
        2704     1.36475     1.21955  0.00434442
        2705      1.3606      1.2196  0.00434312
        2706     1.35652     1.21965  0.00434181
        2707     1.35254      1.2197  0.00434049
        2708     1.34868     1.21975  0.00433915
        2709     1.34494     1.21979  0.00433779
        2710     1.34134     1.21984  0.00433642
        2711     1.33791     1.21988  0.00433504
        2712     1.33464     1.21992  0.00433365
        2713     1.33156     1.21996  0.00433225
        2714     1.32867     1.22001  0.00433084
        2715     1.32599     1.22004  0.00432942
        2716     1.32352     1.22008  0.00432799
        2717     1.32128     1.22012  0.00432656
        2718     1.31926     1.22016  0.00432512
        2719     1.31748     1.22019  0.00432368
        2720     1.31594     1.22023  0.00432223
        2721     1.31464     1.22026  0.00432078
        2722     1.31359      1.2203  0.00431933
        2723     1.31279     1.22033  0.00431788
        2724     1.31224     1.22036  0.00431642
        2725     1.31194      1.2204  0.00431497
        2726      1.3119     1.22043  0.00431352
        2727      1.3121     1.22046  0.00431207
        2728     1.31256      1.2205  0.00431062
        2729     1.31327     1.22053  0.00430917
        2730     1.31422     1.22057  0.00430773
        2731     1.31542      1.2206   0.0043063
        2732     1.31686     1.22064  0.00430486
        2733     1.31854     1.22067  0.00430344
        2734     1.32045     1.22071  0.00430202
        2735      1.3226     1.22075  0.00430061
        2736     1.32497     1.22078   0.0042992
        2737     1.32757     1.22082  0.00429781
        2738     1.33038     1.22086  0.00429643
        2739     1.33339      1.2209  0.00429505
        2740     1.33661     1.22095  0.00429369
        2741     1.34002     1.22099  0.00429235
        2742     1.34362     1.22103  0.00429101
        2743     1.34739     1.22108   0.0042897
        2744     1.35133     1.22113   0.0042884
        2745     1.35542     1.22118  0.00428711
        2746     1.35966     1.22123  0.00428585
        2747     1.36403     1.22128   0.0042846
        2748     1.36852     1.22133  0.00428338
        2749     1.37311     1.22139  0.00428218
        2750     1.37779     1.22145    0.004281
        2751     1.38255      1.2215  0.00427984
        2752     1.38736     1.22156  0.00427871
        2753     1.39221     1.22163  0.00427761
        2754     1.39708     1.22169  0.00427653
        2755     1.40196     1.22176  0.00427548
        2756     1.40682     1.22182  0.00427445
        2757     1.41165     1.22189  0.00427346
        2758     1.41642     1.22196  0.00427249
        2759     1.42112     1.22203  0.00427155
        2760     1.42572     1.22211  0.00427064
        2761     1.43021     1.22218  0.00426976
        2762     1.43456     1.22226   0.0042689
        2763     1.43876     1.22234  0.00426808
        2764     1.44278     1.22242  0.00426728
        2765     1.44661      1.2225  0.00426651
        2766     1.45022     1.22258  0.00426576
        2767     1.45361     1.22266  0.00426503
        2768     1.45675     1.22275  0.00426433
        2769     1.45962     1.22283  0.00426365
        2770     1.46221     1.22292  0.00426298
        2771     1.46451     1.22301  0.00426234
        2772      1.4665      1.2231  0.00426171
        2773     1.46818     1.22318  0.00426108
        2774     1.46953     1.22327  0.00426047
        2775     1.47055     1.22336  0.00425987
        2776     1.47122     1.22345  0.00425927
        2777     1.47155     1.22354  0.00425867
        2778     1.47152     1.22363  0.00425808
        2779     1.47115     1.22372  0.00425748
        2780     1.47042     1.22381  0.00425687
        2781     1.46935      1.2239  0.00425625
        2782     1.46792     1.22398  0.00425563
        2783     1.46616     1.22407  0.00425499
        2784     1.46405     1.22416  0.00425433
        2785     1.46163     1.22424  0.00425366
        2786     1.45888     1.22433  0.00425297
        2787     1.45583     1.22441  0.00425225
        2788     1.45249     1.22449  0.00425151
        2789     1.44886     1.22457  0.00425075
        2790     1.44497     1.22465  0.00424996
        2791     1.44083     1.22473  0.00424914
        2792     1.43646      1.2248   0.0042483
        2793     1.43186     1.22488  0.00424742
        2794     1.42707     1.22495  0.00424652
        2795     1.42209     1.22502  0.00424559
        2796     1.41694     1.22509  0.00424462
        2797     1.41165     1.22516  0.00424363
        2798     1.40622     1.22522  0.00424261
        2799     1.40069     1.22528  0.00424155
        2800     1.39505     1.22535  0.00424047
        2801     1.38933      1.2254  0.00423936
        2802     1.38355     1.22546  0.00423823
        2803     1.37773     1.22551  0.00423706
        2804     1.37187     1.22557  0.00423587
        2805     1.36599     1.22562  0.00423466
        2806     1.36011     1.22566  0.00423342
        2807     1.35424     1.22571  0.00423216
        2808     1.34839     1.22575  0.00423088
        2809     1.34258      1.2258  0.00422958
        2810     1.33681     1.22584  0.00422826
        2811      1.3311     1.22587  0.00422692
        2812     1.32546     1.22591  0.00422556
        2813     1.31989     1.22594  0.00422419
        2814     1.31441     1.22597  0.00422281
        2815     1.30903       1.226  0.00422141
        2816     1.30374     1.22603     0.00422
        2817     1.29857     1.22606  0.00421858
        2818     1.29351     1.22608  0.00421715
        2819     1.28857      1.2261  0.00421572
        2820     1.28375     1.22612  0.00421427
        2821     1.27907     1.22614  0.00421282
        2822     1.27451     1.22616  0.00421136
        2823      1.2701     1.22617   0.0042099
        2824     1.26581     1.22619  0.00420843
        2825     1.26167      1.2262  0.00420696
        2826     1.25766     1.22621  0.00420549
        2827     1.25378     1.22622  0.00420401
        2828     1.25004     1.22623  0.00420253
        2829     1.24643     1.22624  0.00420105
        2830     1.24296     1.22624  0.00419957
        2831     1.23961     1.22625  0.00419809
        2832     1.23638     1.22625  0.00419661
        2833     1.23328     1.22625  0.00419513
        2834     1.23029     1.22625  0.00419365
        2835     1.22743     1.22626  0.00419217
        2836     1.22467     1.22625  0.00419069
        2837     1.22203     1.22625  0.00418921
        2838     1.21949     1.22625  0.00418774
        2839     1.21707     1.22625  0.00418627
        2840     1.21474     1.22624  0.00418479
        2841     1.21253     1.22624  0.00418332
        2842     1.21042     1.22623  0.00418185
        2843     1.20842     1.22623  0.00418039
        2844     1.20652     1.22622  0.00417892
        2845     1.20474     1.22621  0.00417746
        2846     1.20308      1.2262    0.004176
        2847     1.20153      1.2262  0.00417454
        2848      1.2001     1.22619  0.00417309
        2849      1.1988     1.22618  0.00417163
        2850     1.19763     1.22617  0.00417018
        2851     1.19659     1.22616  0.00416873
        2852      1.1957     1.22615  0.00416729
        2853     1.19496     1.22613  0.00416584
        2854     1.19438     1.22612  0.00416439
        2855     1.19396     1.22611  0.00416295
        2856     1.19371      1.2261  0.00416151
        2857     1.19363     1.22609  0.00416007
        2858     1.19372     1.22608  0.00415863
        2859       1.194     1.22607  0.00415719
        2860     1.19447     1.22606  0.00415575
        2861     1.19513     1.22605  0.00415431
        2862     1.19598     1.22603  0.00415287
        2863     1.19702     1.22602  0.00415143
        2864     1.19826     1.22602     0.00415
        2865     1.19969     1.22601  0.00414856
        2866     1.20132       1.226  0.00414712
        2867     1.20313     1.22599  0.00414568
        2868     1.20512     1.22598  0.00414424
        2869     1.20728     1.22598   0.0041428
        2870     1.20962     1.22597  0.00414136
        2871     1.21211     1.22597  0.00413992
        2872     1.21474     1.22596  0.00413848
        2873     1.21751     1.22596  0.00413704
        2874      1.2204     1.22596   0.0041356
        2875      1.2234     1.22596  0.00413417
        2876     1.22648     1.22596  0.00413273
        2877     1.22964     1.22596  0.00413129
        2878     1.23285     1.22596  0.00412986
        2879      1.2361     1.22596  0.00412842
        2880     1.23937     1.22597  0.00412699
        2881     1.24263     1.22597  0.00412557
        2882     1.24587     1.22598  0.00412414
        2883     1.24907     1.22599  0.00412272
        2884     1.25221       1.226   0.0041213
        2885     1.25526     1.22601  0.00411988
        2886     1.25821     1.22602  0.00411847
        2887     1.26103     1.22603  0.00411706
        2888      1.2637     1.22604  0.00411566
        2889     1.26622     1.22606  0.00411425
        2890     1.26855     1.22607  0.00411286
        2891     1.27068     1.22609  0.00411146
        2892     1.27259      1.2261  0.00411007
        2893     1.27426     1.22612  0.00410869
        2894     1.27569     1.22614   0.0041073
        2895     1.27686     1.22616  0.00410592
        2896     1.27775     1.22617  0.00410454
        2897     1.27836     1.22619  0.00410316
        2898     1.27866     1.22621  0.00410179
        2899     1.27867     1.22623  0.00410041
        2900     1.27837     1.22625  0.00409904
        2901     1.27775     1.22626  0.00409766
        2902     1.27681     1.22628  0.00409629
        2903     1.27555      1.2263  0.00409491
        2904     1.27398     1.22631  0.00409354
        2905     1.27208     1.22633  0.00409216
        2906     1.26987     1.22634  0.00409078
        2907     1.26735     1.22636  0.00408939
        2908     1.26452     1.22637  0.00408801
        2909     1.26139     1.22638  0.00408662
        2910     1.25797     1.22639  0.00408523
        2911     1.25428      1.2264  0.00408384
        2912     1.25031     1.22641  0.00408244
        2913     1.24609     1.22642  0.00408105
        2914     1.24164     1.22642  0.00407965
        2915     1.23696     1.22643  0.00407825
        2916     1.23207     1.22643  0.00407686
        2917     1.22699     1.22643  0.00407546
        2918     1.22174     1.22643  0.00407406
        2919     1.21633     1.22642  0.00407267
        2920     1.21079     1.22642  0.00407128
        2921     1.20513     1.22641  0.00406989
        2922     1.19938      1.2264  0.00406851
        2923     1.19355     1.22639  0.00406713
        2924     1.18766     1.22638  0.00406576
        2925     1.18174     1.22636   0.0040644
        2926      1.1758     1.22635  0.00406305
        2927     1.16986     1.22633   0.0040617
        2928     1.16393     1.22631  0.00406037
        2929     1.15804     1.22628  0.00405905
        2930     1.15219     1.22626  0.00405775
        2931     1.14641     1.22623  0.00405645
        2932      1.1407      1.2262  0.00405518
        2933     1.13507     1.22617  0.00405391
        2934     1.12954     1.22614  0.00405266
        2935      1.1241      1.2261  0.00405143
        2936     1.11877     1.22607  0.00405022
        2937     1.11355     1.22603  0.00404902
        2938     1.10843     1.22599  0.00404784
        2939     1.10342     1.22595  0.00404668
        2940     1.09852      1.2259  0.00404553
        2941     1.09372     1.22586  0.00404441
        2942     1.08901     1.22581   0.0040433
        2943      1.0844     1.22576  0.00404221
        2944     1.07986     1.22571  0.00404114
        2945      1.0754     1.22566  0.00404009
        2946     1.07099     1.22561  0.00403906
        2947     1.06663     1.22556  0.00403805
        2948     1.06231      1.2255  0.00403706
        2949       1.058     1.22544  0.00403609
        2950     1.05371     1.22538  0.00403514
        2951     1.04942     1.22533  0.00403422
        2952     1.04512     1.22526  0.00403331
        2953      1.0408      1.2252  0.00403243
        2954     1.03644     1.22514  0.00403157
        2955     1.03205     1.22507  0.00403074
        2956     1.02761     1.22501  0.00402993
        2957     1.02312     1.22494  0.00402914
        2958     1.01859     1.22487  0.00402838
        2959       1.014      1.2248  0.00402765
        2960     1.00937     1.22472  0.00402695
        2961     1.00471     1.22465  0.00402627
        2962     1.00003     1.22457  0.00402563
        2963    0.995331      1.2245  0.00402501
        2964    0.990644     1.22442  0.00402443
        2965    0.985987     1.22434  0.00402388
        2966    0.981384     1.22425  0.00402335
        2967    0.976863     1.22417  0.00402286
        2968    0.972453     1.22409   0.0040224
        2969    0.968187       1.224  0.00402197
        2970    0.964103     1.22391  0.00402156
        2971     0.96024     1.22382  0.00402119
        2972    0.956635     1.22373  0.00402084
        2973    0.953329     1.22364  0.00402052
        2974    0.950363     1.22355  0.00402022
        2975    0.947776     1.22346  0.00401993
        2976    0.945607     1.22337  0.00401967
        2977    0.943896     1.22327  0.00401941
        2978    0.942676     1.22318  0.00401917
        2979    0.941982     1.22308  0.00401893
        2980    0.941842     1.22299  0.00401869
        2981    0.942281     1.22289  0.00401844
        2982    0.943321      1.2228  0.00401819
        2983    0.944976     1.22271  0.00401792
        2984    0.947259     1.22262  0.00401763
        2985    0.950176     1.22252  0.00401732
        2986    0.953727     1.22243  0.00401699
        2987    0.957908     1.22235  0.00401662
        2988    0.962708     1.22226  0.00401621
        2989    0.968111     1.22217  0.00401577
        2990    0.974098     1.22209  0.00401528
        2991    0.980646     1.22201  0.00401475
        2992    0.987727     1.22193  0.00401417
        2993    0.995311     1.22186  0.00401355
        2994     1.00337     1.22178  0.00401287
        2995     1.01186     1.22171  0.00401214
        2996     1.02075     1.22165  0.00401136
        2997     1.02999     1.22158  0.00401053
        2998     1.03956     1.22152  0.00400966
        2999     1.04942     1.22146  0.00400873
        3000     1.05952     1.22141  0.00400776
        3001     1.06983     1.22136  0.00400674
        3002     1.08031     1.22131  0.00400568
        3003     1.09093     1.22127  0.00400458
        3004     1.10165     1.22123  0.00400345
        3005     1.11244     1.22119  0.00400228
        3006     1.12326     1.22116  0.00400108
        3007     1.13409     1.22113  0.00399985
        3008     1.14489     1.22111   0.0039986
        3009     1.15565     1.22108  0.00399733
        3010     1.16633     1.22107  0.00399605
        3011     1.17691     1.22105  0.00399475
        3012     1.18737     1.22104  0.00399344
        3013     1.19768     1.22103  0.00399212
        3014     1.20783     1.22103   0.0039908
        3015     1.21779     1.22103  0.00398947
        3016     1.22754     1.22103  0.00398815
        3017     1.23707     1.22103  0.00398683
        3018     1.24637     1.22104  0.00398552
        3019     1.25542     1.22105  0.00398422
        3020      1.2642     1.22107  0.00398292
        3021      1.2727     1.22109  0.00398164
        3022     1.28092     1.22111  0.00398037
        3023     1.28883     1.22113  0.00397912
        3024     1.29644     1.22115  0.00397788
        3025     1.30373     1.22118  0.00397666
        3026     1.31069     1.22121  0.00397546
        3027     1.31732     1.22124  0.00397427
        3028     1.32361     1.22127   0.0039731
        3029     1.32957     1.22131  0.00397195
        3030     1.33518     1.22135  0.00397082
        3031     1.34044     1.22139   0.0039697
        3032     1.34536     1.22143   0.0039686
        3033     1.34993     1.22147  0.00396752
        3034     1.35416     1.22151  0.00396645
        3035     1.35805     1.22156   0.0039654
        3036      1.3616     1.22161  0.00396436
        3037     1.36482     1.22165  0.00396334
        3038     1.36771      1.2217  0.00396233
        3039     1.37028     1.22175  0.00396132
        3040     1.37254      1.2218  0.00396033
        3041      1.3745     1.22185  0.00395935
        3042     1.37616      1.2219  0.00395837
        3043     1.37753     1.22195   0.0039574
        3044     1.37863       1.222  0.00395644
        3045     1.37946     1.22205  0.00395547
        3046     1.38004     1.22211  0.00395452
        3047     1.38037     1.22216  0.00395356
        3048     1.38047     1.22221   0.0039526
        3049     1.38035     1.22226  0.00395165
        3050     1.38002     1.22231  0.00395069
        3051     1.37951     1.22237  0.00394973
        3052     1.37881     1.22242  0.00394877
        3053     1.37794     1.22247   0.0039478
        3054     1.37691     1.22252  0.00394684
        3055     1.37574     1.22257  0.00394586
        3056     1.37444     1.22262  0.00394488
        3057     1.37301     1.22267   0.0039439
        3058     1.37148     1.22272  0.00394291
        3059     1.36983     1.22276  0.00394191
        3060      1.3681     1.22281  0.00394091
        3061     1.36628     1.22286   0.0039399
        3062     1.36438      1.2229  0.00393889
        3063     1.36242     1.22295  0.00393787
        3064     1.36039     1.22299  0.00393684
        3065      1.3583     1.22304   0.0039358
        3066     1.35615     1.22308  0.00393475
        3067     1.35396     1.22313   0.0039337
        3068     1.35171     1.22317  0.00393264
        3069     1.34942     1.22321  0.00393158
        3070     1.34708     1.22325   0.0039305
        3071      1.3447     1.22329  0.00392942
        3072     1.34226     1.22333  0.00392834
        3073     1.33977     1.22336  0.00392724
        3074     1.33723      1.2234  0.00392614
        3075     1.33463     1.22344  0.00392503
        3076     1.33196     1.22347  0.00392391
        3077     1.32923     1.22351  0.00392278
        3078     1.32642     1.22354  0.00392165
        3079     1.32354     1.22357  0.00392051
        3080     1.32057     1.22361  0.00391937
        3081     1.31751     1.22364  0.00391821
        3082     1.31436     1.22366  0.00391705
        3083      1.3111     1.22369  0.00391588
        3084     1.30775     1.22372  0.00391471
        3085     1.30428     1.22375  0.00391353
        3086     1.30069     1.22377  0.00391234
        3087     1.29699      1.2238  0.00391114
        3088     1.29317     1.22382  0.00390994
        3089     1.28922     1.22384  0.00390873
        3090     1.28515     1.22386  0.00390752
        3091     1.28097     1.22388   0.0039063
        3092     1.27666     1.22389  0.00390507
        3093     1.27225     1.22391  0.00390384
        3094     1.26772     1.22392   0.0039026
        3095     1.26309     1.22394  0.00390136
        3096     1.25838     1.22395  0.00390012
        3097     1.25357     1.22396  0.00389887
        3098      1.2487     1.22397  0.00389762
        3099     1.24376     1.22397  0.00389637
        3100     1.23878     1.22398  0.00389512
        3101     1.23377     1.22398  0.00389386
        3102     1.22873     1.22398  0.00389261
        3103     1.22369     1.22398  0.00389135
        3104     1.21867     1.22398   0.0038901
        3105     1.21367     1.22398  0.00388885
        3106     1.20871     1.22397   0.0038876
        3107     1.20381     1.22396  0.00388635
        3108     1.19899     1.22396  0.00388511
        3109     1.19425     1.22395  0.00388387
        3110     1.18961     1.22394  0.00388264
        3111     1.18509     1.22392  0.00388141
        3112     1.18069     1.22391  0.00388019
        3113     1.17642     1.22389  0.00387897
        3114     1.17229     1.22388  0.00387776
        3115     1.16831     1.22386  0.00387656
        3116     1.16449     1.22384  0.00387536
        3117     1.16084     1.22382  0.00387417
        3118     1.15735      1.2238  0.00387299
        3119     1.15403     1.22378  0.00387181
        3120     1.15089     1.22375  0.00387064
        3121     1.14793     1.22373  0.00386947
        3122     1.14516      1.2237  0.00386832
        3123     1.14256     1.22368  0.00386717
        3124     1.14014     1.22365  0.00386602
        3125     1.13791     1.22362  0.00386488
        3126     1.13586      1.2236  0.00386375
        3127     1.13399     1.22357  0.00386262
        3128     1.13231     1.22354  0.00386149
        3129      1.1308     1.22351  0.00386037
        3130     1.12948     1.22348  0.00385926
        3131     1.12833     1.22345  0.00385814
        3132     1.12737     1.22342  0.00385703
        3133     1.12659     1.22339  0.00385593
        3134     1.12598     1.22336  0.00385482
        3135     1.12556     1.22332  0.00385372
